8	0.000001
16	0.000001
32	0.000002
64	0.000004
128	0.000007
256	0.000015
512	0.000036
1024	0.000082
2048	0.000183
4096	0.000413
8192	0.000817
16384	0.001704
32768	0.003381
65536	0.006509
131072	0.011629
262144	0.017503
524288	0.031511
1048576	0.06576
2097152	0.147108
4194304	0.31515
8388608	0.658423
16777216	1.370248
33554432	2.83758
67108864	5.889212
