8	0.586855
16	0.001673
32	0.001428
64	0.001345
128	0.001326
256	0.001352
512	0.001684
1024	0.001895
2048	0.001785
4096	0.003012
8192	0.004587
16384	0.006697
32768	0.012404
65536	0.023498
131072	0.046249
262144	0.084706
524288	0.136394
1048576	0.296505
2097152	0.616848
4194304	1.192631
8388608	2.395209
16777216	4.84164
33554432	9.596447
67108864	19.495203
134217728	39.643863
268435456	79.996253
