8	0.03642
16	0.050978
32	0.033617
64	0.039019
128	0.052422
256	0.06555
512	0.054706
1024	0.060982
2048	0.065364
4096	0.086764
8192	0.07909
16384	0.094183
32768	0.092245
65536	0.096361
131072	0.104437
262144	0.112725
524288	0.101004
1048576	0.128391
2097152	0.171939
4194304	0.239952
8388608	0.349043
16777216	0.622458
33554432	1.085279
67108864	2.115945
134217728	5.238436
268435456	10.045432
